# x  y 
######### 
-1.57079633    -1.00000000    0.00000000    -16331239353195370.00000000   
 -1.53938040    -0.99950656    0.03141076    -31.82051595   
 -1.50796447    -0.99802673    0.06279052    -15.89454484   
 -1.47654855    -0.99556196    0.09410831    -10.57889499   
 -1.44513262    -0.99211470    0.12533323    -7.91581509   
 -1.41371669    -0.98768834    0.15643447    -6.31375151   
 -1.38230077    -0.98228725    0.18738131    -5.24218358   
 -1.35088484    -0.97591676    0.21814324    -4.47374283   
 -1.31946891    -0.96858316    0.24868989    -3.89474285   
 -1.28805299    -0.96029369    0.27899111    -3.44202258   
 -1.25663706    -0.95105652    0.30901699    -3.07768354   
 -1.22522113    -0.94088077    0.33873792    -2.77760685   
 -1.19380521    -0.92977649    0.36812455    -2.52571169   
 -1.16238928    -0.91775463    0.39714789    -2.31086365   
 -1.13097336    -0.90482705    0.42577929    -2.12510817   
 -1.09955743    -0.89100652    0.45399050    -1.96261051   
 -1.06814150    -0.87630668    0.48175367    -1.81899325   
 -1.03672558    -0.86074203    0.50904142    -1.69090766   
 -1.00530965    -0.84432793    0.53582679    -1.57574786   
 -0.97389372    -0.82708057    0.56208338    -1.47145532   
 -0.94247780    -0.80901699    0.58778525    -1.37638192   
 -0.91106187    -0.79015501    0.61290705    -1.28919223   
 -0.87964594    -0.77051324    0.63742399    -1.20879235   
 -0.84823002    -0.75011107    0.66131187    -1.13427735   
 -0.81681409    -0.72896863    0.68454711    -1.06489184   
 -0.78539816    -0.70710678    0.70710678    -1.00000000   
 -0.75398224    -0.68454711    0.72896863    -0.93906251   
 -0.72256631    -0.66131187    0.75011107    -0.88161859   
 -0.69115038    -0.63742399    0.77051324    -0.82727195   
 -0.65973446    -0.61290705    0.79015501    -0.77567951   
 -0.62831853    -0.58778525    0.80901699    -0.72654253   
 -0.59690260    -0.56208338    0.82708057    -0.67959930   
 -0.56548668    -0.53582679    0.84432793    -0.63461930   
 -0.53407075    -0.50904142    0.86074203    -0.59139835   
 -0.50265482    -0.48175367    0.87630668    -0.54975465   
 -0.47123890    -0.45399050    0.89100652    -0.50952545   
 -0.43982297    -0.42577929    0.90482705    -0.47056428   
 -0.40840704    -0.39714789    0.91775463    -0.43273864   
 -0.37699112    -0.36812455    0.92977649    -0.39592801   
 -0.34557519    -0.33873792    0.94088077    -0.36002215   
 -0.31415927    -0.30901699    0.95105652    -0.32491970   
 -0.28274334    -0.27899111    0.96029369    -0.29052686   
 -0.25132741    -0.24868989    0.96858316    -0.25675636   
 -0.21991149    -0.21814324    0.97591676    -0.22352648   
 -0.18849556    -0.18738131    0.98228725    -0.19076020   
 -0.15707963    -0.15643447    0.98768834    -0.15838444   
 -0.12566371    -0.12533323    0.99211470    -0.12632938   
 -0.09424778    -0.09410831    0.99556196    -0.09452783   
 -0.06283185    -0.06279052    0.99802673    -0.06291467   
 -0.03141593    -0.03141076    0.99950656    -0.03142627   
 0.00000000    0.00000000    1.00000000    0.00000000   
 0.03141593    0.03141076    0.99950656    0.03142627   
 0.06283185    0.06279052    0.99802673    0.06291467   
 0.09424778    0.09410831    0.99556196    0.09452783   
 0.12566371    0.12533323    0.99211470    0.12632938   
 0.15707963    0.15643447    0.98768834    0.15838444   
 0.18849556    0.18738131    0.98228725    0.19076020   
 0.21991149    0.21814324    0.97591676    0.22352648   
 0.25132741    0.24868989    0.96858316    0.25675636   
 0.28274334    0.27899111    0.96029369    0.29052686   
 0.31415927    0.30901699    0.95105652    0.32491970   
 0.34557519    0.33873792    0.94088077    0.36002215   
 0.37699112    0.36812455    0.92977649    0.39592801   
 0.40840704    0.39714789    0.91775463    0.43273864   
 0.43982297    0.42577929    0.90482705    0.47056428   
 0.47123890    0.45399050    0.89100652    0.50952545   
 0.50265482    0.48175367    0.87630668    0.54975465   
 0.53407075    0.50904142    0.86074203    0.59139835   
 0.56548668    0.53582679    0.84432793    0.63461930   
 0.59690260    0.56208338    0.82708057    0.67959930   
 0.62831853    0.58778525    0.80901699    0.72654253   
 0.65973446    0.61290705    0.79015501    0.77567951   
 0.69115038    0.63742399    0.77051324    0.82727195   
 0.72256631    0.66131187    0.75011107    0.88161859   
 0.75398224    0.68454711    0.72896863    0.93906251   
 0.78539816    0.70710678    0.70710678    1.00000000   
 0.81681409    0.72896863    0.68454711    1.06489184   
 0.84823002    0.75011107    0.66131187    1.13427735   
 0.87964594    0.77051324    0.63742399    1.20879235   
 0.91106187    0.79015501    0.61290705    1.28919223   
 0.94247780    0.80901699    0.58778525    1.37638192   
 0.97389372    0.82708057    0.56208338    1.47145532   
 1.00530965    0.84432793    0.53582679    1.57574786   
 1.03672558    0.86074203    0.50904142    1.69090766   
 1.06814150    0.87630668    0.48175367    1.81899325   
 1.09955743    0.89100652    0.45399050    1.96261051   
 1.13097336    0.90482705    0.42577929    2.12510817   
 1.16238928    0.91775463    0.39714789    2.31086365   
 1.19380521    0.92977649    0.36812455    2.52571169   
 1.22522113    0.94088077    0.33873792    2.77760685   
 1.25663706    0.95105652    0.30901699    3.07768354   
 1.28805299    0.96029369    0.27899111    3.44202258   
 1.31946891    0.96858316    0.24868989    3.89474285   
 1.35088484    0.97591676    0.21814324    4.47374283   
 1.38230077    0.98228725    0.18738131    5.24218358   
 1.41371669    0.98768834    0.15643447    6.31375151   
 1.44513262    0.99211470    0.12533323    7.91581509   
 1.47654855    0.99556196    0.09410831    10.57889499   
 1.50796447    0.99802673    0.06279052    15.89454484   
 1.53938040    0.99950656    0.03141076    31.82051595   
 1.57079633    1.00000000    0.00000000    16331239353195370.00000000   
 
