  -1.5707963e+00  -1.0000000e+00   6.1232340e-17
  -1.5393804e+00  -9.9950656e-01   3.1410759e-02
  -1.5079645e+00  -9.9802673e-01   6.2790520e-02
  -1.4765485e+00  -9.9556196e-01   9.4108313e-02
  -1.4451326e+00  -9.9211470e-01   1.2533323e-01
  -1.4137167e+00  -9.8768834e-01   1.5643447e-01
  -1.3823008e+00  -9.8228725e-01   1.8738131e-01
  -1.3508848e+00  -9.7591676e-01   2.1814324e-01
  -1.3194689e+00  -9.6858316e-01   2.4868989e-01
  -1.2880530e+00  -9.6029369e-01   2.7899111e-01
  -1.2566371e+00  -9.5105652e-01   3.0901699e-01
  -1.2252211e+00  -9.4088077e-01   3.3873792e-01
  -1.1938052e+00  -9.2977649e-01   3.6812455e-01
  -1.1623893e+00  -9.1775463e-01   3.9714789e-01
  -1.1309734e+00  -9.0482705e-01   4.2577929e-01
  -1.0995574e+00  -8.9100652e-01   4.5399050e-01
  -1.0681415e+00  -8.7630668e-01   4.8175367e-01
  -1.0367256e+00  -8.6074203e-01   5.0904142e-01
  -1.0053096e+00  -8.4432793e-01   5.3582679e-01
  -9.7389372e-01  -8.2708057e-01   5.6208338e-01
  -9.4247780e-01  -8.0901699e-01   5.8778525e-01
  -9.1106187e-01  -7.9015501e-01   6.1290705e-01
  -8.7964594e-01  -7.7051324e-01   6.3742399e-01
  -8.4823002e-01  -7.5011107e-01   6.6131187e-01
  -8.1681409e-01  -7.2896863e-01   6.8454711e-01
  -7.8539816e-01  -7.0710678e-01   7.0710678e-01
  -7.5398224e-01  -6.8454711e-01   7.2896863e-01
  -7.2256631e-01  -6.6131187e-01   7.5011107e-01
  -6.9115038e-01  -6.3742399e-01   7.7051324e-01
  -6.5973446e-01  -6.1290705e-01   7.9015501e-01
  -6.2831853e-01  -5.8778525e-01   8.0901699e-01
  -5.9690260e-01  -5.6208338e-01   8.2708057e-01
  -5.6548668e-01  -5.3582679e-01   8.4432793e-01
  -5.3407075e-01  -5.0904142e-01   8.6074203e-01
  -5.0265482e-01  -4.8175367e-01   8.7630668e-01
  -4.7123890e-01  -4.5399050e-01   8.9100652e-01
  -4.3982297e-01  -4.2577929e-01   9.0482705e-01
  -4.0840704e-01  -3.9714789e-01   9.1775463e-01
  -3.7699112e-01  -3.6812455e-01   9.2977649e-01
  -3.4557519e-01  -3.3873792e-01   9.4088077e-01
  -3.1415927e-01  -3.0901699e-01   9.5105652e-01
  -2.8274334e-01  -2.7899111e-01   9.6029369e-01
  -2.5132741e-01  -2.4868989e-01   9.6858316e-01
  -2.1991149e-01  -2.1814324e-01   9.7591676e-01
  -1.8849556e-01  -1.8738131e-01   9.8228725e-01
  -1.5707963e-01  -1.5643447e-01   9.8768834e-01
  -1.2566371e-01  -1.2533323e-01   9.9211470e-01
  -9.4247780e-02  -9.4108313e-02   9.9556196e-01
  -6.2831853e-02  -6.2790520e-02   9.9802673e-01
  -3.1415927e-02  -3.1410759e-02   9.9950656e-01
   0.0000000e+00   0.0000000e+00   1.0000000e+00
   3.1415927e-02   3.1410759e-02   9.9950656e-01
   6.2831853e-02   6.2790520e-02   9.9802673e-01
   9.4247780e-02   9.4108313e-02   9.9556196e-01
   1.2566371e-01   1.2533323e-01   9.9211470e-01
   1.5707963e-01   1.5643447e-01   9.8768834e-01
   1.8849556e-01   1.8738131e-01   9.8228725e-01
   2.1991149e-01   2.1814324e-01   9.7591676e-01
   2.5132741e-01   2.4868989e-01   9.6858316e-01
   2.8274334e-01   2.7899111e-01   9.6029369e-01
   3.1415927e-01   3.0901699e-01   9.5105652e-01
   3.4557519e-01   3.3873792e-01   9.4088077e-01
   3.7699112e-01   3.6812455e-01   9.2977649e-01
   4.0840704e-01   3.9714789e-01   9.1775463e-01
   4.3982297e-01   4.2577929e-01   9.0482705e-01
   4.7123890e-01   4.5399050e-01   8.9100652e-01
   5.0265482e-01   4.8175367e-01   8.7630668e-01
   5.3407075e-01   5.0904142e-01   8.6074203e-01
   5.6548668e-01   5.3582679e-01   8.4432793e-01
   5.9690260e-01   5.6208338e-01   8.2708057e-01
   6.2831853e-01   5.8778525e-01   8.0901699e-01
   6.5973446e-01   6.1290705e-01   7.9015501e-01
   6.9115038e-01   6.3742399e-01   7.7051324e-01
   7.2256631e-01   6.6131187e-01   7.5011107e-01
   7.5398224e-01   6.8454711e-01   7.2896863e-01
   7.8539816e-01   7.0710678e-01   7.0710678e-01
   8.1681409e-01   7.2896863e-01   6.8454711e-01
   8.4823002e-01   7.5011107e-01   6.6131187e-01
   8.7964594e-01   7.7051324e-01   6.3742399e-01
   9.1106187e-01   7.9015501e-01   6.1290705e-01
   9.4247780e-01   8.0901699e-01   5.8778525e-01
   9.7389372e-01   8.2708057e-01   5.6208338e-01
   1.0053096e+00   8.4432793e-01   5.3582679e-01
   1.0367256e+00   8.6074203e-01   5.0904142e-01
   1.0681415e+00   8.7630668e-01   4.8175367e-01
   1.0995574e+00   8.9100652e-01   4.5399050e-01
   1.1309734e+00   9.0482705e-01   4.2577929e-01
   1.1623893e+00   9.1775463e-01   3.9714789e-01
   1.1938052e+00   9.2977649e-01   3.6812455e-01
   1.2252211e+00   9.4088077e-01   3.3873792e-01
   1.2566371e+00   9.5105652e-01   3.0901699e-01
   1.2880530e+00   9.6029369e-01   2.7899111e-01
   1.3194689e+00   9.6858316e-01   2.4868989e-01
   1.3508848e+00   9.7591676e-01   2.1814324e-01
   1.3823008e+00   9.8228725e-01   1.8738131e-01
   1.4137167e+00   9.8768834e-01   1.5643447e-01
   1.4451326e+00   9.9211470e-01   1.2533323e-01
   1.4765485e+00   9.9556196e-01   9.4108313e-02
   1.5079645e+00   9.9802673e-01   6.2790520e-02
   1.5393804e+00   9.9950656e-01   3.1410759e-02
   1.5707963e+00   1.0000000e+00   6.1232340e-17
